ts_ms,collection,dataset,story_id,question_id,question_hash,question,true_answer,predicted_answer,requested_variant,routed_variant,routed_by,retrieval_k,local_retrieval_ms,grpc_elapsed_ms,router_retrieval_ms,inference_ms,end_to_end_ms,prompt_chars,context_chars,answer_chars,exact_match,answer_cosine_sim,type,level
1765934583621,pubmedqa,pubmedqa,,27010139::q370,153146df3ac0,Is the prognosis and course of acral melanoma related to site-specific clinicopathological features?,"The absence of differences in survival between hand-acral melanoma and foot-acral melanoma shows that the aggressiveness of the disease is related to distinct mutational rate, as well as to anatomical site-specific features, rather than to the visibility of the primary lesion.",Unknown (The context does not provide information about the relationship between site-specific clinicopathological features and the prognosis or course of acral melanoma.),auto,mistral,ml,8,15.74254035949707,250.37360191345215,0.0034190015867352486,236.76115900161676,236.76908999914303,100,1845,171,0,0.673325777053833,,
1765934584041,hotpotqa,hotpotqa,,5ac4bfd05542997ea680caab,f477604abebd,WNP-3 and WNP-5 were constructed by the agency formed in which year?,1957,1917,auto,qwen2_5,ml,8,63.69805335998535,343.9218997955322,0.00467998324893415,329.3681089999154,329.38463901518844,68,6531,4,0,0.3769954442977905,bridge,medium
1765934584615,hotpotqa,hotpotqa,,5abbbd0f55429931dba144d5,5303c0162706,Maurice Hines and his brother were famous for what?,dancer Gregory Hines,Maurice Hines and his brother Gregory Hines were famous for their work as dancers and choreographers.,auto,qwen2_5,ml,8,62.203168869018555,495.60093879699707,0.0042679894249886274,483.86307901819237,483.8763249863405,51,7900,101,0,0.7808516621589661,bridge,hard
1765934585525,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q33,62075798fd9b,What was the tribe going to do to the missionary before he is rescued by the explorers?,Sacrifice himSacrifice him,unknown,auto,llama3,ml,8,553.5821914672852,343.77002716064453,0.005893001798540354,331.4372139866464,331.4495080267079,87,8225,7,0,0.1392856240272522,,
1765934586359,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q242,0f7ec116aff0,How does the U.H.o.J. see religious strife occuring?,Through a combination of human negligence and interpretive error of religion.The negligence of humanity,"negligence of humanity and the, “ imposition of erroneous interpretations "".",auto,llama3,ml,8,477.6723384857178,342.75293350219727,0.005078996764495969,328.39817099738866,328.41615000506863,52,7529,76,0,0.7555292248725891,,
1765934587371,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q44,928eefc6214a,What is Dick Kennedy's profession?,He is a professional hunter. He is a professional hunter.,Hunter and sometimes a fisherman.,auto,llama3,ml,8,554.8136234283447,442.7475929260254,0.006215996108949184,412.1276199875865,412.13947199867107,34,10201,33,0,0.6472555994987488,,
1765934587604,pubmedqa,pubmedqa,,14511164::q44,5bea21089071,Prehospital DNR orders: what do physicians in Washington know?,The findings in this study suggest that most physicians in Washington State lack knowledge about the documentation needed for EMS personnel to forgo pre-hospital attempts at cardiopulmonary resuscitation. Further study is needed to determine whether physician education or legislative change is necessary.,60% of the physicians in Washington do not know about prehospital Do-Not-Resuscitate (DNR) orders.,auto,mistral,ml,8,16.0372257232666,200.86264610290527,0.00514902058057487,186.67327699949965,186.6851870145183,62,745,98,0,0.5560938119888306,,
1765934588037,hotpotqa,hotpotqa,,5a8f11fd554299458435d544,1876f97b6ee1,Thomas Harris is a novelist who is famous for creating which character?,Hannibal Lecter,Dr. Hannibal Lecter,auto,qwen2_5,ml,8,62.75439262390137,356.60767555236816,0.004503002855926752,342.2276230121497,342.2420830174815,71,6176,19,0,0.9145845770835876,bridge,hard
1765934588411,hotpotqa,hotpotqa,,5adbe1e755429947ff173853,7605124ffa73,"The American Pre-Code comedy film featuring an American actress, dancer, and singer, widely known for performing in films and RKO's musical films, was released in what year?",1932,Unknown (Ginger Rogers is mentioned but no specific film release year is provided),auto,mistral,ml,8,65.23251533508301,296.47374153137207,0.004703993909060955,286.7019950062968,286.71818200382404,173,4736,82,0,0.23853912949562073,bridge,medium
1765934589188,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q222,81698240674c,What was the verdict in Jim's case?,Jim was found guilty of indecent exposure.Guilty,unknown,auto,llama3,ml,8,524.9042510986328,223.68597984313965,0.004682980943471193,211.79585298523307,211.8074999889359,35,2217,7,0,0.12158270925283432,,
1765934589330,pubmedqa,pubmedqa,,27030577::q457,a262b58603ca,Are welders more at risk of respiratory infections?,"The observation that respiratory symptoms and consultations for respiratory infection in welders are more common in winter may indicate an enhanced vulnerability to a broad range of infections. If confirmed, this would have important implications for the occupational healthcare of a very large, global workforce.",Yes,auto,mistral,ml,8,12.63284683227539,114.03989791870117,0.004236993845552206,100.07634002249688,100.08755000308156,51,1724,3,0,-0.02561858668923378,,
1765934589702,hotpotqa,hotpotqa,,5ac4f4255542996feb3fe99d,485cd8c505b2,"Mookychick is an independent daily online magazine and community with more than 100,000 readers a month and over 5,000 forum members, content includes analysis of current sociopolitical events, social and cultural trends, alternative fashion, movies, books, music and arts and crafts from a feminist perspective, in contrast with feminist publications and communities such as which women's lifestyle magazine that is published six times a year, and is published by Debbie Stoller and Laurie Henzel?",BUST,Bust (magazine),auto,mistral,ml,8,67.26408004760742,292.2804355621338,0.00601599458605051,277.8559159778524,277.8738289780449,498,6834,15,0,0.6730743646621704,bridge,easy
1765934589934,pubmedqa,pubmedqa,,19289250::q519,ad4d60f30777,Skeletal muscle proteins oxidation in chronic right heart failure in rats: can different beta-blockers prevent it to the same degree?,"Nebivolol seems better than bisoprolol in CHF by decreasing apoptosis and cytokines induced muscle wastage, preventing fibers shift and protein oxidation. Nebivolol by stimulating NO generation may have prevented protein oxidation. It could be speculated that ROS release, pro-inflammatory cytokines production and NF-kappa-B activation may play a key role. These positive changes could produce a favorable impact on exercise capacity in man.","No, nebivolol prevents protein oxidation more effectively than bisoprolol.",auto,mistral,ml,8,13.638734817504883,201.10583305358887,0.0036520068533718586,190.14257797971368,190.15240599401295,133,1828,74,0,0.6928899884223938,,
1765934590846,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q231,cd5d4ba1a20d,The Universal House of Justice calls for the support of who?,The United Nations and all peopleThe United Nations.,unknown,auto,llama3,ml,8,500.50902366638184,325.486421585083,0.005694979336112738,313.45584901282564,313.4721649985295,60,7953,7,0,0.1072777584195137,,
1765934591243,hotpotqa,hotpotqa,,5ae0d91e55429924de1b7198,57113a518da5,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,2006,auto,llama3,ml,8,62.635183334350586,322.8025436401367,0.0045930210035294294,310.16337699838914,310.1789460051805,157,7080,4,1,1.0,bridge,medium
1765934591792,hotpotqa,hotpotqa,,5ac52b495542994611c8b3de,8ea5e775a758,what is the connection between Peter O'Meara and Norman Dike?,Band of Brothers,"Peter O'Meara portrayed Norman Dike in the HBO series ""Band of Brothers"".",auto,qwen2_5,ml,8,60.56356430053711,462.5873565673828,0.004870002157986164,447.95311099733226,447.9701170057524,61,7650,73,0,0.5352970361709595,bridge,easy
1765934592071,pubmedqa,pubmedqa,,14508041::q32,17e1eb3856b0,Does depression influence symptom severity in irritable bowel syndrome?,"The unusual co-occurrence of IBS with bipolar disorder provides direct evidence to indicate that depression does not necessarily lead to an increase in the reported severity of IBS, at least in the context of bipolar disorder, and may under certain circumstances actually be associated with a reduction in the severity of IBS symptoms. Factors that might moderate the relationship between depression and symptom severity are discussed.",Unknown (The context does not provide a definitive answer to this question.),auto,mistral,ml,8,15.493631362915039,151.11804008483887,0.0040879822336137295,138.62244202755392,138.63369400496595,71,1391,76,0,-0.05111892521381378,,
1765934593309,narrativeqa,narrativeqa,01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90,01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90::q289,5339d7db5092,"Where was Emily St, Aubert imprisoned?",Emily St. Aubert was imprisoned at  castle UdolphoCastle Udolpho,unknown,auto,llama3,ml,8,717.9868221282959,413.36941719055176,0.006917980499565601,400.8131939917803,400.8282400027383,38,10833,7,0,0.12286572903394699,,
1765934594200,narrativeqa,narrativeqa,00ee9e01a0e581e0d8cbf7e865a895147c480c5e,00ee9e01a0e581e0d8cbf7e865a895147c480c5e::q131,d0f19dc528de,Who was Chelios planning to retire for?,EveEve.,unknown,auto,llama3,ml,8,552.8714656829834,304.63433265686035,0.005940994014963508,290.4866370081436,290.49867601133883,39,6057,7,0,0.25122570991516113,,
1765934594331,pubmedqa,pubmedqa,,27009141::q366,7013a541521b,Does the choice of nucleotide substitution models matter topologically?,"We find that, using the best-fit nucleotide substitution model may change the final ML tree topology compared to an inference under a default GTR model. The effect is less pronounced when comparing distinct information criteria. Nonetheless, in some cases we did obtain substantial topological differences.",Yes,auto,mistral,ml,8,15.877962112426758,82.20815658569336,0.003701017703860998,68.02123499801382,68.03411699365824,71,1265,3,0,0.04470272734761238,,
1765934594555,pubmedqa,pubmedqa,,19062039::q108,e8553e1b9b79,American and Japanese rats of the same species: are they same?,Growth curve and eating behavior of rats from different countries exhibit significant differences even within the same species. It is important that such differences be taken into account when reproducing animal models created elsewhere.,"unknown (based on provided context, it's not clear if American and Japanese rats of the same species are the same)",auto,mistral,ml,8,15.492439270019531,192.42525100708008,0.0029600050766021013,180.82725699059665,180.8349310013,62,1057,114,0,0.508512020111084,,
1765934594705,pubmedqa,pubmedqa,,27020431::q427,5d7ef624f982,Does a PEEK Femoral TKA Implant Preserve Intact Femoral Surface Strains Compared With CoCr?,"The strain shielding observed with the contemporary CoCr implant, consistent with clinical bone mineral density change data reported by others, may be reduced by using a PEEK implant.",Yes,auto,mistral,ml,8,12.176275253295898,126.06167793273926,0.003082008333876729,112.7966399944853,112.80627199448645,91,2452,3,0,-0.052308253943920135,,
1765934595730,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q70,8f0b8e59e949,Why was the newcomer nearly mad?,He hidden in the reeds for so longHe was hiding in the reeds for so long,unknown,auto,llama3,ml,8,586.1790180206299,378.0815601348877,0.006218004273250699,365.57913699653,365.5929969972931,32,9244,7,0,0.20173612236976624,,
1765934596008,hotpotqa,hotpotqa,,5ab51d295542996a3a96a01f,6b8cb0fc503c,"Which musician, Edwyn Collins or Jimmie Ross, played the bass guitar?",Jimmie Ross,Jimmie Ross,auto,mistral,ml,8,64.08548355102539,160.7191562652588,0.004728994099423289,150.15314501943067,150.1652879815083,69,2928,11,1,1.0,comparison,medium
1765934596466,hotpotqa,hotpotqa,,5a7a0a965542996c55b2dce7,fe96ddfe1f0c,The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use what kind of track?,standard gauge track,standard gauge,auto,qwen2_5,ml,8,63.79270553588867,381.93488121032715,0.005062000127509236,369.50290398090146,369.5199590001721,161,7880,14,0,0.7301782369613647,bridge,hard
1765934596875,hotpotqa,hotpotqa,,5ae3b4d05542992f92d82349,20eb3d0b30ef,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?,Todd Phillips,unknown,auto,qwen2_5,ml,8,62.98422813415527,316.7145252227783,0.005502020940184593,301.7931960057467,301.80616199504584,102,6461,7,0,0.1755097210407257,bridge,hard
1765934597054,pubmedqa,pubmedqa,,27012013::q379,87dc2b0653bc,Is the Quantification of Antigen-Specific Basophil Activation a Useful Tool for Monitoring Oral Tolerance Induction in Children With Egg Allergy?,Food tolerance induction is a specific process for each food that can be mediated by immunologic changes such as a decrease in specific IgE values and in specific and spontaneous basophil activation.,Yes,auto,mistral,ml,8,16.285181045532227,81.80665969848633,0.0034679833333939314,68.01365400315262,68.02334100939333,145,1005,3,0,-0.001504056272096932,,
1765934597867,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q219,f60c42ffe17a,"After becoming a success, what image does Jim become infatuated with?","He is infatuated with his personal image of ""The Lizard King"" which causes him to fall into alcoholism and drug abuse.His own image as the ""Lizard King""",Young lion phase,auto,llama3,ml,8,508.87560844421387,277.56595611572266,0.0045339984353631735,265.4663500143215,265.47885400941595,69,3601,16,0,0.08907145261764526,,
1765934598837,narrativeqa,narrativeqa,015c99b411cef291d31cd5543c7ae957edebe6b4,015c99b411cef291d31cd5543c7ae957edebe6b4::q194,48837acb3796,How does Shinzon die?,Impaled on a piece of metalhe is impaled by Picard,unknown,auto,llama3,ml,8,490.19670486450195,375.6217956542969,0.006627000402659178,364.09893998643383,364.1136290098075,21,9121,7,0,0.15458530187606812,,
1765934599275,hotpotqa,hotpotqa,,5ae5e2285542996de7b71a5a,14be29df913b,Who is the composer Howard Ashman worked with on his musical released in 1982?,Alan Menken,Alan Menken,auto,qwen2_5,ml,8,66.33329391479492,359.330415725708,0.005453999619930983,346.5989629912656,346.61558602238074,78,7103,11,1,1.0,bridge,medium
1765934600136,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q153,e1d8c54349c9,"What is Crash's initial reaction to Ebby getting called up to ""The Show""?",Crash is jealousJelous anger,unknown,auto,llama3,ml,8,487.7443313598633,361.24730110168457,0.0057019933592528105,348.9107280038297,348.9245770033449,73,6993,7,0,0.15732550621032715,,
1765934600980,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q52,7da1823183cc,What was the purpose of Dr. Ferguson's trip to Africa?,To link together the trips of Sir. Richard Burton and John Hanning Speke with those of Heinrich BarthTo link together multiple other voyages to fully explore Africa.,unknown,auto,llama3,ml,8,513.2591724395752,308.7878227233887,0.005037989467382431,295.9264619858004,295.9363629925065,54,6897,7,0,0.10720948129892349,,
1765934601816,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q249,ea0cf20cde36,A contrary argument states human beings are fundamentally what?,SpiritualSpiritual in nature,unknown,auto,llama3,ml,8,456.67290687561035,366.8379783630371,0.00657601049169898,355.00701499404386,355.0204519997351,63,11817,7,0,0.14859776198863983,,
1765934602210,pubmedqa,pubmedqa,,19280548::q489,154a425d7f17,Peripheral intravenous power injection of iodinated contrast media through 22G and 20G cannulas: can high flow rates be achieved safely?,"Even with highly viscous CM, high flow rates can be applied in vitro in 22, 20, and 18G IVC without risking material damage. In vivo power injection of iodinated CM through 22G and 20G IVC seems to be safely achievable in the majority of patients with flow rates of up to 3 ml/sec and 5 ml/sec. Extravasation rates do not differ significantly between patients with high-flow or low-flow injections.","Yes, high flow rates can be achieved safely with peripheral intravenous power injection of iodinated contrast media through both 22G and 20G cannulas.",auto,mistral,ml,8,16.44420623779297,264.29176330566406,0.0033310207072645426,250.20557499374263,250.21605601068586,136,1555,150,0,0.702549397945404,,
1765934602325,pubmedqa,pubmedqa,,27022613::q438,062099780022,Does the Gadoxetic Acid-Enhanced Liver MRI Impact on the Treatment of Patients with Colorectal Cancer?,"Gadoxetic acid-enhanced liver MRI detected more metastatic nodules compared with PET/CT, especially for small (<2 cm) nodules. The newly detected nodules induced management plan change in 43.8% (7/16) of patients.",Yes,auto,mistral,ml,8,15.336275100708008,86.97795867919922,0.002968008629977703,73.43401899561286,73.44182999804616,102,1098,3,0,-0.003585687605664134,,
1765934602506,pubmedqa,pubmedqa,,27010588::q375,98789dd14657,Does residual wall size or technique matter in the treatment of Zenker's diverticulum?,"Despite the predictably larger residual postoperative party wall following ESD, this technique produced statistically comparable swallowing outcomes. Given its low complication rate and comparable results, ESD should be considered first line therapy for medically high-risk patients with Zenker's diverticulum, while acknowledging a higher risk of symptom recurrence. ELD, with its slightly greater risk profile but low recurrence rate, is well suited for most in revision cases. OA may best be reserved for those patients in whom endoscopic approach is not feasible.","Yes, residual wall size matters but not necessarily the technique.",auto,mistral,ml,8,15.902996063232422,145.44057846069336,0.003116001607850194,132.48356999247335,132.4915000004694,86,1596,66,0,0.15390752255916595,,
1765934602649,pubmedqa,pubmedqa,,18854766::q248,76455d51a4d2,Do psychological attributes matter for adherence to antihypertensive medication?,"High sense of coherence may influence antihypertensive medication-adherence behaviour. Aspects characterizing this psychological attribute, such as knowledge (comprehensibility), capacity (manageability), and motivation (meaningfulness) may be important determinants of adherence behaviour for asymptomatic illnesses, such as hypertension, in which patients often do not feel or perceive the immediate consequences of skipping medication doses.",Yes,auto,mistral,ml,8,13.194799423217773,92.70143508911133,0.003202003426849842,79.95866899727844,79.96622798964381,80,1578,3,0,-0.03468009829521179,,
1765934603649,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q96,0071ac3a3517,Who made Conan a captain?,PiratesBeating the prior captain,Conan himself.,auto,llama3,ml,8,503.82113456726074,418.10154914855957,0.006925984052941203,404.62552799726836,404.6399090148043,25,9561,14,0,0.1605202704668045,,
1765934604514,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q2,b2365800eb32,How does Percival Keene get his name?,"Percival is Captain Delmar's first name, and Keene is Ben's last nameCaptain's name and Ben's surname",unknown,auto,llama3,ml,8,570.1818466186523,187.2546672821045,0.003128981916233897,175.06288798176683,175.07039802148938,37,1101,7,0,0.09132695943117142,,
1765934605339,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q243,d04893688044,Why does interpretive error harm religious faith?,Errors separate faith from reason.It separates faith from reason.,unknown,auto,llama3,ml,8,464.94126319885254,307.1880340576172,0.005195004632696509,296.4748789963778,296.48535198066384,49,8369,7,0,0.02380312979221344,,
1765934605728,pubmedqa,pubmedqa,,14518535::q71,b483c15ec0fb,Restoration of locomotion in paraplegics with aid of autologous bypass grafts for direct neurotisation of muscles by upper motor neurons--the future: surgery of the spinal cord?,Further studies in primates and paraplegic patients are necessary to clarify the bypass grafting of the SC to muscle groups distal to the complete SCI to restore locomotion.,"Yes, the surgery of the spinal cord could potentially be a part of the future for restoration of locomotion in paraplegics with aid of autologous bypass grafts for direct neurotisation of muscles by upper motor neurons.",auto,mistral,ml,8,16.326189041137695,357.6023578643799,0.003991008270531893,343.4250830032397,343.4362520056311,177,2461,219,0,0.6555882096290588,,
