ts_ms,collection,dataset,story_id,question_id,question_hash,question,true_answer,predicted_answer,requested_variant,routed_variant,routed_by,retrieval_k,local_retrieval_ms,grpc_elapsed_ms,router_retrieval_ms,inference_ms,end_to_end_ms,prompt_chars,context_chars,answer_chars,exact_match,answer_cosine_sim,type,level
1765930425117,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q147,d48004913a13,What record does Crash break ?,Minor league record for career home runsMinor league home runs,unknown,auto,mistral,dataset,8,1143.693447113037,242.77257919311523,0.0044869957491755486,235.29236001195386,235.30422800104134,30,4769,7,0,0.11766359955072403,,
1765930425490,pubmedqa,pubmedqa,,19065267::q116,865be628ea89,Is IP-10 a better biomarker for active and latent tuberculosis in children than IFNgamma?,"IP-10 is a biomarker for tuberculosis in children. However like IFNgamma, IP-10 also does not distinguish between active TB and LTBI.","unknown (based on the provided context, no significant difference was found between stimulated levels of IP-10 in active TB and latent TB infection compared to IFN-gamma)",auto,mistral,dataset,8,22.04418182373047,249.42612648010254,0.0035879784263670444,240.1608249929268,240.17042000195943,89,1081,170,0,0.7416738271713257,,
1765930425774,pubmedqa,pubmedqa,,27010139::q370,153146df3ac0,Is the prognosis and course of acral melanoma related to site-specific clinicopathological features?,"The absence of differences in survival between hand-acral melanoma and foot-acral melanoma shows that the aggressiveness of the disease is related to distinct mutational rate, as well as to anatomical site-specific features, rather than to the visibility of the primary lesion.",Unknown (The context does not provide information about the relationship between site-specific clinicopathological features and the prognosis or course of acral melanoma.),auto,mistral,dataset,8,19.327878952026367,247.8933334350586,0.0036669953260570765,239.59875799482688,239.60915999487042,100,1845,171,0,0.673325777053833,,
1765930426184,hotpotqa,hotpotqa,,5ac4bfd05542997ea680caab,f477604abebd,WNP-3 and WNP-5 were constructed by the agency formed in which year?,1957,1917,auto,qwen2_5,dataset,8,63.161611557006836,335.451602935791,0.005545996828004718,324.07831100863405,324.098226003116,68,6531,4,0,0.3769954442977905,bridge,medium
1765930426747,hotpotqa,hotpotqa,,5abbbd0f55429931dba144d5,5303c0162706,Maurice Hines and his brother were famous for what?,dancer Gregory Hines,Maurice Hines and his brother Gregory Hines were famous for their work as dancers and choreographers.,auto,qwen2_5,dataset,8,62.78204917907715,487.1962070465088,0.005081994459033012,478.7048010039143,478.71996997855604,51,7900,101,0,0.7808516621589661,bridge,hard
1765930429443,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q33,62075798fd9b,What was the tribe going to do to the missionary before he is rescued by the explorers?,Sacrifice himSacrifice him,Unknown,auto,mistral,dataset,8,2330.430746078491,351.7756462097168,0.0061010068748146296,340.1734170038253,340.18665601615794,87,8225,7,0,0.1392856240272522,,
1765930430438,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q242,0f7ec116aff0,How does the U.H.o.J. see religious strife occuring?,Through a combination of human negligence and interpretive error of religion.The negligence of humanity,"The U.H.o.J (assumed to be the author of the context) sees religious strife occurring due to negligence of humanity and the imposition of erroneous interpretations, which have separated faith from reason and science from religion.",auto,mistral,dataset,8,465.2667045593262,512.8371715545654,0.005125009920448065,501.6678270185366,501.6855229914654,52,7529,230,0,0.617888331413269,,
1765930431438,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q44,928eefc6214a,What is Dick Kennedy's profession?,He is a professional hunter. He is a professional hunter.,Fisherman and Hunter,auto,mistral,dataset,8,508.8691711425781,415.5313968658447,0.00708398874849081,404.1196600010153,404.1358329996001,34,10201,20,0,0.6625503897666931,,
1765930431672,pubmedqa,pubmedqa,,14511164::q44,5bea21089071,Prehospital DNR orders: what do physicians in Washington know?,The findings in this study suggest that most physicians in Washington State lack knowledge about the documentation needed for EMS personnel to forgo pre-hospital attempts at cardiopulmonary resuscitation. Further study is needed to determine whether physician education or legislative change is necessary.,60% of the physicians in Washington do not know about prehospital Do-Not-Resuscitate (DNR) orders.,auto,mistral,dataset,8,16.442060470581055,196.76709175109863,0.003475986886769533,188.18893199204467,188.20414901711047,62,745,98,0,0.5560938119888306,,
1765930432095,hotpotqa,hotpotqa,,5a8f11fd554299458435d544,1876f97b6ee1,Thomas Harris is a novelist who is famous for creating which character?,Hannibal Lecter,Dr. Hannibal Lecter,auto,qwen2_5,dataset,8,63.75694274902344,346.5754985809326,0.004803005140274763,338.1622000015341,338.17649600678124,71,6176,19,0,0.9145845770835876,bridge,hard
1765930432465,hotpotqa,hotpotqa,,5adbe1e755429947ff173853,7605124ffa73,"The American Pre-Code comedy film featuring an American actress, dancer, and singer, widely known for performing in films and RKO's musical films, was released in what year?",1932,unknown,auto,qwen2_5,dataset,8,63.309431076049805,290.28940200805664,0.004061992513015866,262.5868549803272,262.59852200746536,173,4736,7,0,0.22314153611660004,bridge,medium
1765930434183,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q222,81698240674c,What was the verdict in Jim's case?,Jim was found guilty of indecent exposure.Guilty,Unknown (The provided context does not contain information about the verdict in Jim's case.),auto,mistral,dataset,8,1444.408893585205,255.92303276062012,0.003906985512003303,244.5357039978262,244.54532298841514,35,2217,92,0,0.6797890663146973,,
1765930434323,pubmedqa,pubmedqa,,27030577::q457,a262b58603ca,Are welders more at risk of respiratory infections?,"The observation that respiratory symptoms and consultations for respiratory infection in welders are more common in winter may indicate an enhanced vulnerability to a broad range of infections. If confirmed, this would have important implications for the occupational healthcare of a very large, global workforce.",Yes,auto,mistral,dataset,8,16.55411720275879,109.62414741516113,0.002854998456314206,98.69053799775429,98.69736200198531,51,1724,3,0,-0.02561858668923378,,
1765930434849,hotpotqa,hotpotqa,,5ac4f4255542996feb3fe99d,485cd8c505b2,"Mookychick is an independent daily online magazine and community with more than 100,000 readers a month and over 5,000 forum members, content includes analysis of current sociopolitical events, social and cultural trends, alternative fashion, movies, books, music and arts and crafts from a feminist perspective, in contrast with feminist publications and communities such as which women's lifestyle magazine that is published six times a year, and is published by Debbie Stoller and Laurie Henzel?",BUST,Bust,auto,qwen2_5,dataset,8,69.27490234375,332.5064182281494,0.005520007107406855,323.3280419954099,323.3537799969781,498,6834,4,1,1.0000001192092896,bridge,easy
1765930435085,pubmedqa,pubmedqa,,19289250::q519,ad4d60f30777,Skeletal muscle proteins oxidation in chronic right heart failure in rats: can different beta-blockers prevent it to the same degree?,"Nebivolol seems better than bisoprolol in CHF by decreasing apoptosis and cytokines induced muscle wastage, preventing fibers shift and protein oxidation. Nebivolol by stimulating NO generation may have prevented protein oxidation. It could be speculated that ROS release, pro-inflammatory cytokines production and NF-kappa-B activation may play a key role. These positive changes could produce a favorable impact on exercise capacity in man.","No, nebivolol prevents protein oxidation more effectively than bisoprolol.",auto,mistral,dataset,8,17.705202102661133,199.9833583831787,0.0034320109989494085,189.54544598818757,189.55449701752514,133,1828,74,0,0.6928899884223938,,
1765930436162,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q231,cd5d4ba1a20d,The Universal House of Justice calls for the support of who?,The United Nations and all peopleThe United Nations.,"all who are the victims of aggression, all who yearn for an end to conflict and contention, all whose devotion to principles of peace and world order promotes the ennobling purposes for which humanity was called into being by an all - loving creator.",auto,mistral,dataset,8,461.34448051452637,570.1398849487305,0.005870009772479534,558.7034589843825,558.7181629962288,60,7953,250,0,0.48054981231689453,,
1765930436692,hotpotqa,hotpotqa,,5ae0d91e55429924de1b7198,57113a518da5,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,1996,auto,qwen2_5,dataset,8,65.16361236572266,401.36027336120605,0.005879992386326194,393.6274890147615,393.6449909815565,157,7080,4,0,0.695665180683136,bridge,medium
1765930437212,hotpotqa,hotpotqa,,5ac52b495542994611c8b3de,8ea5e775a758,what is the connection between Peter O'Meara and Norman Dike?,Band of Brothers,"Peter O'Meara portrayed Norman Dike in the HBO series ""Band of Brothers"".",auto,qwen2_5,dataset,8,60.45961380004883,445.6908702850342,0.005170993972569704,437.15674700797535,437.17326599289663,61,7650,73,0,0.5352970361709595,bridge,easy
1765930437399,pubmedqa,pubmedqa,,14508041::q32,17e1eb3856b0,Does depression influence symptom severity in irritable bowel syndrome?,"The unusual co-occurrence of IBS with bipolar disorder provides direct evidence to indicate that depression does not necessarily lead to an increase in the reported severity of IBS, at least in the context of bipolar disorder, and may under certain circumstances actually be associated with a reduction in the severity of IBS symptoms. Factors that might moderate the relationship between depression and symptom severity are discussed.",Unknown (The context does not provide a definitive answer to this question.),auto,mistral,dataset,8,17.33708381652832,152.38595008850098,0.0039320148061960936,140.98810800351202,140.99799800897017,71,1391,76,0,-0.05111892521381378,,
1765930438588,narrativeqa,narrativeqa,01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90,01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90::q289,5339d7db5092,"Where was Emily St, Aubert imprisoned?",Emily St. Aubert was imprisoned at  castle UdolphoCastle Udolpho,Unknown (The context does not provide information about where Emily St. Aubert was imprisoned.),auto,mistral,dataset,8,694.3912506103516,476.3357639312744,0.006907008355483413,468.4060380095616,468.4198430040851,38,10833,95,0,0.6389542818069458,,
1765930439572,narrativeqa,narrativeqa,00ee9e01a0e581e0d8cbf7e865a895147c480c5e,00ee9e01a0e581e0d8cbf7e865a895147c480c5e::q131,d0f19dc528de,Who was Chelios planning to retire for?,EveEve.,Unknown (The context does not provide information about who Chelios was planning to retire for.),auto,mistral,dataset,8,515.927791595459,356.48441314697266,0.004909001290798187,347.6005299889948,347.61106097721495,39,6057,96,0,0.10475237667560577,,
1765930439688,pubmedqa,pubmedqa,,27009141::q366,7013a541521b,Does the choice of nucleotide substitution models matter topologically?,"We find that, using the best-fit nucleotide substitution model may change the final ML tree topology compared to an inference under a default GTR model. The effect is less pronounced when comparing distinct information criteria. Nonetheless, in some cases we did obtain substantial topological differences.",Yes,auto,mistral,dataset,8,20.367145538330078,80.42407035827637,0.0040320155676454306,71.74894798663445,71.75961500615813,71,1265,3,0,0.04470272734761238,,
1765930439903,pubmedqa,pubmedqa,,19062039::q108,e8553e1b9b79,American and Japanese rats of the same species: are they same?,Growth curve and eating behavior of rats from different countries exhibit significant differences even within the same species. It is important that such differences be taken into account when reproducing animal models created elsewhere.,"unknown (based on provided context, it's not clear if American and Japanese rats of the same species are the same)",auto,mistral,dataset,8,12.578964233398438,187.9127025604248,0.0032809912227094173,181.58966899500228,181.59713500062935,62,1057,114,0,0.508512020111084,,
1765930440060,pubmedqa,pubmedqa,,27020431::q427,5d7ef624f982,Does a PEEK Femoral TKA Implant Preserve Intact Femoral Surface Strains Compared With CoCr?,"The strain shielding observed with the contemporary CoCr implant, consistent with clinical bone mineral density change data reported by others, may be reduced by using a PEEK implant.",Yes,auto,mistral,dataset,8,15.020132064819336,118.9720630645752,0.003469001967459917,112.27698699804023,112.2872949927114,91,2452,3,0,-0.052308253943920135,,
1765930441666,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q70,8f0b8e59e949,Why was the newcomer nearly mad?,He hidden in the reeds for so longHe was hiding in the reeds for so long,Unknown (The provided context does not mention why the newcomer was nearly mad.),auto,mistral,dataset,8,1132.5764656066895,457.08274841308594,0.007611000910401344,447.9106680082623,447.9278069920838,32,9244,80,0,0.1781390756368637,,
1765930442017,hotpotqa,hotpotqa,,5ab51d295542996a3a96a01f,6b8cb0fc503c,"Which musician, Edwyn Collins or Jimmie Ross, played the bass guitar?",Jimmie Ross,unknown,auto,qwen2_5,dataset,8,65.24848937988281,224.62129592895508,0.004825007636100054,216.49410601821728,216.50777698960155,69,2928,7,0,0.2133912444114685,comparison,medium
1765930442481,hotpotqa,hotpotqa,,5a7a0a965542996c55b2dce7,fe96ddfe1f0c,The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use what kind of track?,standard gauge track,standard gauge,auto,qwen2_5,dataset,8,72.35264778137207,364.1643524169922,0.005862006219103932,355.5232399958186,355.5441930075176,161,7880,14,0,0.7301782369613647,bridge,hard
1765930442878,hotpotqa,hotpotqa,,5ae3b4d05542992f92d82349,20eb3d0b30ef,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?,Todd Phillips,unknown,auto,qwen2_5,dataset,8,65.34743309020996,319.9183940887451,0.00562501372769475,311.8948159972206,311.90717400750145,102,6461,7,0,0.1755097210407257,bridge,hard
1765930442985,pubmedqa,pubmedqa,,27012013::q379,87dc2b0653bc,Is the Quantification of Antigen-Specific Basophil Activation a Useful Tool for Monitoring Oral Tolerance Induction in Children With Egg Allergy?,Food tolerance induction is a specific process for each food that can be mediated by immunologic changes such as a decrease in specific IgE values and in specific and spontaneous basophil activation.,Yes,auto,mistral,dataset,8,15.791177749633789,78.27877998352051,0.003677996573969722,68.01879400154576,68.02740701823495,145,1005,3,0,-0.001504056272096932,,
1765930443854,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q219,f60c42ffe17a,"After becoming a success, what image does Jim become infatuated with?","He is infatuated with his personal image of ""The Lizard King"" which causes him to fall into alcoholism and drug abuse.His own image as the ""Lizard King""",Jim becomes infatuated with an image of himself in his young lion phase.,auto,mistral,dataset,8,516.6151523590088,289.370059967041,0.004368019290268421,279.9550920026377,279.96480601723306,69,3601,72,0,0.402213990688324,,
1765930445417,narrativeqa,narrativeqa,015c99b411cef291d31cd5543c7ae957edebe6b4,015c99b411cef291d31cd5543c7ae957edebe6b4::q194,48837acb3796,How does Shinzon die?,Impaled on a piece of metalhe is impaled by Picard,Shinzon dies by being impaled with a spear.,auto,mistral,dataset,8,1118.6647415161133,428.3022880554199,0.006487010978162289,418.73896299512126,418.7548070040066,21,9121,43,0,0.5158144235610962,,
1765930445854,hotpotqa,hotpotqa,,5ae5e2285542996de7b71a5a,14be29df913b,Who is the composer Howard Ashman worked with on his musical released in 1982?,Alan Menken,Alan Menken,auto,qwen2_5,dataset,8,68.94469261169434,356.02641105651855,0.00621701474301517,347.527797013754,347.54816500935704,78,7103,11,1,1.0,bridge,medium
1765930446717,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q153,e1d8c54349c9,"What is Crash's initial reaction to Ebby getting called up to ""The Show""?",Crash is jealousJelous anger,Unknown,auto,mistral,dataset,8,506.1945915222168,346.7130661010742,0.006187998224049807,335.3579659888055,335.37152997450903,73,6993,7,0,0.15732550621032715,,
1765930447663,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q52,7da1823183cc,What was the purpose of Dr. Ferguson's trip to Africa?,To link together the trips of Sir. Richard Burton and John Hanning Speke with those of Heinrich BarthTo link together multiple other voyages to fully explore Africa.,Unknown (The context does not provide information about the purpose of Dr. Ferguson's trip to Africa.),auto,mistral,dataset,8,518.812894821167,412.0817184448242,0.005743990186601877,399.98032999574207,399.9921520007774,54,6897,102,0,0.3487441837787628,,
1765930448591,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q249,ea0cf20cde36,A contrary argument states human beings are fundamentally what?,SpiritualSpiritual in nature,A distortion of the human spirit,auto,mistral,dataset,8,454.2844295501709,413.7592315673828,0.007300986908376217,402.034883009037,402.05056898412295,63,11817,32,0,0.5471133589744568,,
1765930448891,pubmedqa,pubmedqa,,19280548::q489,154a425d7f17,Peripheral intravenous power injection of iodinated contrast media through 22G and 20G cannulas: can high flow rates be achieved safely?,"Even with highly viscous CM, high flow rates can be applied in vitro in 22, 20, and 18G IVC without risking material damage. In vivo power injection of iodinated CM through 22G and 20G IVC seems to be safely achievable in the majority of patients with flow rates of up to 3 ml/sec and 5 ml/sec. Extravasation rates do not differ significantly between patients with high-flow or low-flow injections.","Yes, high flow rates can be achieved safely with peripheral intravenous power injection of iodinated contrast media through 22G and 20G cannulas.",auto,mistral,dataset,8,20.10655403137207,259.671688079834,0.00392901711165905,248.67529701441526,248.68379899999127,136,1555,145,0,0.7045856714248657,,
1765930449026,pubmedqa,pubmedqa,,27022613::q438,062099780022,Does the Gadoxetic Acid-Enhanced Liver MRI Impact on the Treatment of Patients with Colorectal Cancer?,"Gadoxetic acid-enhanced liver MRI detected more metastatic nodules compared with PET/CT, especially for small (<2 cm) nodules. The newly detected nodules induced management plan change in 43.8% (7/16) of patients.",Yes,auto,mistral,dataset,8,17.564773559570312,84.14125442504883,0.0030949886422604322,73.84840401937254,73.87194599141367,102,1098,3,0,-0.003585687605664134,,
1765930449206,pubmedqa,pubmedqa,,27010588::q375,98789dd14657,Does residual wall size or technique matter in the treatment of Zenker's diverticulum?,"Despite the predictably larger residual postoperative party wall following ESD, this technique produced statistically comparable swallowing outcomes. Given its low complication rate and comparable results, ESD should be considered first line therapy for medically high-risk patients with Zenker's diverticulum, while acknowledging a higher risk of symptom recurrence. ELD, with its slightly greater risk profile but low recurrence rate, is well suited for most in revision cases. OA may best be reserved for those patients in whom endoscopic approach is not feasible.","Yes, residual wall size matters but not necessarily the technique.",auto,mistral,dataset,8,14.528751373291016,143.87226104736328,0.0026170164346694946,133.80854000570253,133.8149110088125,86,1596,66,0,0.15390752255916595,,
1765930449325,pubmedqa,pubmedqa,,18854766::q248,76455d51a4d2,Do psychological attributes matter for adherence to antihypertensive medication?,"High sense of coherence may influence antihypertensive medication-adherence behaviour. Aspects characterizing this psychological attribute, such as knowledge (comprehensibility), capacity (manageability), and motivation (meaningfulness) may be important determinants of adherence behaviour for asymptomatic illnesses, such as hypertension, in which patients often do not feel or perceive the immediate consequences of skipping medication doses.",Yes,auto,mistral,dataset,8,16.38340950012207,87.36181259155273,0.021571002434939146,78.59297899994999,78.61819700337946,80,1578,3,0,-0.03468009829521179,,
1765930450389,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q96,0071ac3a3517,Who made Conan a captain?,PiratesBeating the prior captain,"The one who made Conan a captain was unknown from the provided context as it does not specify who exactly killed the chief in fair fight. However, it is implied that it was someone from the Brotherhood.",auto,mistral,dataset,8,471.4162349700928,577.9948234558105,0.004875008016824722,568.6937139835209,568.7038949981797,25,9561,202,0,0.36453792452812195,,
1765930453685,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q2,b2365800eb32,How does Percival Keene get his name?,"Percival is Captain Delmar's first name, and Keene is Ben's last nameCaptain's name and Ben's surname",unknown,auto,mistral,dataset,8,3146.637439727783,135.8511447906494,0.0042750034481287,124.43173900828697,124.44222500198521,37,1101,7,0,0.09132695943117142,,
